"","latitude","longitude"
"162",33.2988659847868,-82.1441890103782
"163",33.4615981778621,-85.104298881137
"164",33.4702074486073,-84.8359032005924
"165",33.4782371604134,-84.5673972594713
"166",33.4856865407663,-84.2987887054061
"167",33.4925548724524,-84.0300852042426
"168",33.4988414937463,-83.7612944386999
"169",33.5045457985854,-83.4924241070229
"170",33.5096672367292,-83.2234819216271
"171",33.5142053139049,-82.9544756077367
"172",33.5181595919372,-82.6854129020177
"173",33.5215296888645,-82.4163015512048
"174",33.6865051070713,-85.1149749635583
"175",33.6951876231331,-84.84588547504
"176",33.7032856625928,-84.5766845608194
"177",33.7107984436363,-84.3073799485933
"178",33.7177252404108,-84.0379793846262
"179",33.7240653832164,-83.7684906323839
"180",33.7298182586835,-83.4989214711605
"181",33.7349833099352,-83.2292796946964
"182",33.7395600367347,-82.9595731097911
"183",33.7435479956183,-82.6898095349086
"184",33.7469468000129,-82.419996798778
"185",33.911400815233,-85.1257701830001
"186",33.920156951066,-84.8559791785111
"187",33.9283236678317,-84.5860755632678
"188",33.9359001742975,-84.3160671463888
"189",33.9428857358618,-84.045961755923
"190",33.9492796747487,-83.7757672374571
"191",33.9550813701888,-83.5054914527153
"192",33.9602902585838,-83.2351422781514
"193",33.9649058336572,-82.9647276035338
"194",33.9689276465891,-82.6942553305243
"195",34.1362852346862,-85.1366858056164
"196",34.145115369954,-84.8661854961223
"197",34.1533511185453,-84.595571370507
"198",34.1609916796888,-84.3248513206943
"199",34.1680363099219,-84.0540332579098
"200",34.1744843232894,-83.7831251112612
"201",34.1803350915267,-83.5121348263114
"202",34.1855880442283,-83.2410703636424
"203",34.1902426690001,-82.9699396974129
"204",34.3611582976587,-85.1477231192517
"205",34.3700628173127,-84.876505633307
"206",34.3783679571905,-84.6051731051609
"207",34.3860729068591,-84.3337335109524
"208",34.3931769138809,-84.0621948465032
"209",34.3996792840155,-83.7905651258701
"210",34.4055793814067,-83.5188523798897
"211",34.4108766287533,-83.2470646547152
"212",34.5764371218688,-85.4307017218616
"213",34.5860199362565,-85.1588834338661
"214",34.5949992306157,-84.8869408162133
"215",34.6033741262569,-84.6148819091576
"216",34.6111438029601,-84.3427147744908
"217",34.6183074991958,-84.0704474940775
"218",34.6248645123309,-83.798088168379
"219",34.6308141988187,-83.5256449149699
"220",34.8012070630636,-85.4427181867391
"221",34.810870082451,-85.1701680819701
"222",34.8199245472844,-84.8974922921127
"223",34.8283695682587,-84.624698944111
"224",34.8362043152389,-84.3517961868756
"225",34.8434280174851,-84.0787921897892
"226",34.8500399638615,-83.8056951412022
"227",34.8560395030297,-83.5325132469193
